conversation_index,question
786,"Question: كيف يتم تسجيل البضائع المنقولة جواً، وما هي وثيقة البيان الموجز المطلوبة؟

Documents pertinents:
[1] Source: الفصل 76 من مجلة الديوانة
يجب تسجيل البضائع المنقولة جواً في بيان (مانيفست) يوقّع من طرف قائد الطائرة؛ ويحرر هذا الوثيقة في نفس الشروط المنصوص عليها بالنسبة للسفن في الفصل 65 من هذه المجلة.

[2] Source: الفصل 77 من مجلة الديوانة
1- يجب على قائد الطائرة تقديم البيان (المانيفست) لأعوان الديوانة عند أول طلب. 2- فور وصول الطائرة، يجب عليه تسليم هذا الوثيقة، كبيان موجز، إلى مكتب الديوانة المطار مع ترجمته الأصلية عند الاقتضاء."
787,"Question: أين يجب توجيه البضائع المعدة للتصدير، وهل هناك حظر على سلوك طرق معينة على الحدود البرية؟

Documents pertinents:
[1] Source: الفصل 81 من مجلة الديوانة
1- يجب توجيه البضائع المعدة للتصدير إلى مكتب ديوانة أو إلى الأماكن المعينة من طرف إدارة الديوانة للتصريح بها بالتفصيل. 2- على الحدود البرية، يمنع على الناقلين سلوك أي طريق يميل إلى الالتفاف حول مكاتب الديوانة أو تجنبها."
788,"Question: ما هي شروط إحداث مستودعات ومناطق التخليص الجمركي، وما هي مدة بقاء البضائع فيها؟

Documents pertinents:
[1] Source: الفصل 82 من مجلة الديوانة
1- مع مراعاة أحكام خاصة مخالفة، يمكن إيداع البضائع المستوفاة للشروط في مستودعات ومناطق التخليص الجمركي وفي مستودعات ومناطق التصدير وفق الكيفيات المحددة في هذا الباب. 2- يخضع إحداث واستغلال وسير هذه المستودعات والمناطق لدفتر شروط يصادق عليه بقرار من وزير المالية بعد أخذ رأي وزير النقل. 3- يحدد دفتر الشروط بصفة خاصة معايير البناء والتهيئة وشروط السير، وكذلك الأعباء التي يتحملها المستغل في مجال توفير وإصلاح وصيانة التجهيزات اللازمة لتنفيذ خدمة الديوانة.

[2] Source: الفصل 83 من مجلة الديوانة
1- يخضع قبول البضائع في المستودعات ومناطق التخليص الجمركي لإيداع بيان موجز أو وثيقة تقوم مقامه من طرف المستغل. 2- يترتب عن هذا القبول وضع البضائع تحت مسؤولية المستغل تجاه إدارة الديوانة.

[3] Source: الفصل 84 من مجلة الديوانة
1- تحدد بقرار من وزير المالية المدة القصوى لبقاء البضائع في المستودعات ومناطق التخليص الجمركي. 2- عندما لا تُصرح البضائع بالتفصيل عند انقضاء المدة، يلتزم المستغل بنقلها إلى مستودع عمومي أو أماكن أخرى لإيداعها تلقائياً."
789,"Question: هل يجوز للطائرات القادمة من الخارج الهبوط في أي مطار، وهل يمكن إلقاء البضائع أثناء الرحلة؟

Documents pertinents:
[1] Source: الفصل 75 من مجلة الديوانة
1- يجب على الطائرات التي تقوم برحلة دولية، لعبور الحدود، اتباع المسار الجوي المفروض عليها. 2- لا يمكنها الهبوط إلا في المطارات المجهزة بمكاتب ديوانة.

[2] Source: الفصل 78 من مجلة الديوانة
1- يمنع كل تفريغ أو إلقاء بضائع أثناء الرحلة. 2- غير أنه يحق لقائد الطائرة إلقاء أثناء الرحلة: - الصابورة (الوزن الميت)؛ - البضائع المشحونة التي يكون إلقاؤها ضرورياً لسلامة الطائرة."
790,"Question: ما هو مقدار الرسم الجمركي الواجب دفعه عند استيراد بضائع عن طريق البحر؟

Documents pertinents:
[1] Source: لا تتضمن الوثائق المقدمة (الفصول 65 إلى 86) أي حكم يتعلق بمقدار الرسوم الجمركية أو نسب التعريفة. فهي تتعامل فقط مع الإجراءات الشكلية (البيان، التفريغ، المستودعات)."
791,"Question: هل يمكن إيداع البيان (المانيفست) إلكترونياً قبل وصول السفينة، وماذا يحدث إذا لم تتم الرسو؟

Documents pertinents:
[1] Source: الفصل 80 من مجلة الديوانة
يمكن للناقل البحري أو الجوي المتصل بالنظام الآلي المتكامل لمعالجة إجراءات التجارة الخارجية إيداع البيان لدى الديوانة قبل وصول السفينة أو الطائرة باستخدام وسائل إلكترونية موثوق بها، وفق التشريع المتعلق بالتبادل الإلكتروني. والإيداع المسبق للبيان بالوسائل الإلكترونية يعفي من أي إجراء آخر له نفس الغرض. ويعتبر الإيداع المسبق للبيان لاغياً وملغى في حالة عدم حصول رسو السفينة أو الطائرة. تحدد بقرار تطبيقات هذا الفصل."
792,"Question: ما هي الإجراءات المتسلسلة التي يجب على قبطان السفينة اتباعها من لحظة وصوله إلى المنطقة البحرية حتى تفريغ البضائع؟

Documents pertinents:
[1] Source: الفصل 65 (تعريف البيان ومحتواه)، الفصل 66 (تقديم البيان للختم وتسليم نسخة)، الفصل 67 (الرسو في الموانئ ذات مكتب ديوانة)، الفصل 68 (تقديم دفتر اليومية للختم)، الفصل 69 (إيداع البيان والوثائق خلال 24 ساعة)، الفصل 70 (التفريغ داخل الميناء)، الفصل 71 (التفريغ بإذن كتابي وحضور الأعوان)."
793,"Question: ما هي التزامات مستغل المستودع الجمركي وكيف يتم ضمانها؟
Question in Arabic, retrieved article in French.

Documents pertinents:
[1] Source: article 85 du Code des Douanes
Les obligations et responsabilités de l'exploitant font l'objet d'un engagement de sa part ; cet engagement est cautionné.

[2] Source: article 86 du Code des Douanes
Les modalités d'application du présent chapitre sont fixées par arrêté du ministre des finances."
794,"Question: Quelles sont les obligations du conducteur de marchandises à l'importation par voie terrestre et quelles routes peut-il emprunter ?
Question in French, retrieved articles in Arabic.

Documents pertinents:
[1] Source: الفصل 72 من مجلة الديوانة
1- يجب على جميع البضائع المستوردة عبر الثغور البرية أن تُوجه فوراً إلى أقرب مكتب ديوانة بواسطة الطريق الأقصر المعينة بقرار من وزير المالية. 2- لا يمكن إدخالها إلى المنازل أو المباني الأخرى قبل توجيهها إلى المكتب المذكور. ولا يمكنها تجاوزه دون رخصة.

[2] Source: الفصل 73 من مجلة الديوانة
1- يمكن بقرار من وزير المالية غلق الطرق المباشرة المؤدية إلى المكاتب الثانوية أمام حركة المرور الدولية خلال كل أو جزء من فترة غلق هذه المكاتب. 2- لا يمكن للبضائع المرور دون ترخيص من خدمات الديوانة على الطرق المشار إليها في الفقرة السابقة أثناء ساعات غلقها."
795,"Question: Quelles sont les conditions du dépôt anticipé du manifeste par voie électronique ?

Documents pertinents:
[1] Source: article 80 du Code des Douanes
Nonobstant les dispositions des articles 69 et 77 du présent code, le transporteur maritime ou aérien connecté au système automatique intégré de traitement des formalités de commerce extérieur peut déposer le manifeste à la douane avant l'arrivée du navire ou de l'aéronef en utilisant des moyens électroniques fiables, et ce conformément à la législation relative aux échanges électroniques. Le dépôt anticipé du manifeste par les moyens électroniques dispense de toute autre formalité ayant le même objet. Le dépôt anticipé du manifeste est considéré nul et non avenu au cas où l'escale du navire ou de l'aéronef n'a pas eu lieu. Les modalités d'application du présent article sont fixées par décret."
796,"Question: ما هي وثيقة دفتر اليومية التي يجب على قبطان السفينة تقديمها عند دخول الميناء؟

Documents pertinents:
[1] Source: الفصل 68 من مجلة الديوانة
عند دخول السفينة إلى الميناء، يلتزم القبطان بتقديم دفتر اليومية لختم أعوان الديوانة."
797,"Question: Comment se déroule la procédure de visite des bagages personnels des passagers à l'aéroport ?

Documents pertinents:
[1] Source: Les articles 75 à 79 du Code des Douanes traitent du manifeste, des déchargements et des jets en cours de route, mais ne mentionnent pas les bagages personnels des passagers ni la procédure de fouille."
798,"Question: Quelles sont les étapes à suivre pour l'importation de marchandises par voie aérienne ?

Documents pertinents:
[1] Source: article 75 (routes aériennes imposées et atterrissage uniquement dans aéroports avec bureau de douane), article 76 (établissement du manifeste signé par le commandant), article 77 (présentation et remise du manifeste à titre de déclaration sommaire), article 78 (interdiction de jeter des marchandises sauf lest ou salut de l'appareil), article 79 (application des règles de déchargement de l'article 71)."
799,"Question: Toutes les marchandises importées ou exportées doivent-elles obligatoirement faire l'objet d'une déclaration en détail ?

Documents pertinents:
[1] Source: article 99 du Code des Douanes
1- Toutes les marchandises importées ou exportées doivent faire l'objet d'une déclaration en détail leur assignant un régime douanier. 2- L'exemption des droits et taxes soit à l'entrée, soit à la sortie, ne dispense pas de l'obligation visée au paragraphe premier du présent article."
800,"Question: Quelles sont les conditions pour obtenir l'agrément de commissionnaire en douane en Tunisie ?

Documents pertinents:
[1] Source: article 102 du Code des Douanes (extrait)
2- L'agrément de commissionnaire en douane est accordé suite à une demande de l'intéressé et selon les conditions suivantes: a) Avoir la nationalité tunisienne; b) jouir de tous ses droits civils; c) être titulaire au moins d'une licence ou d'un diplôme équivalent dans les spécialités fixées par arrêté du ministre des finances; d) justifier d'une expérience de deux ans au minimum en matière douanière; e) réussir un examen d'aptitude professionnelle organisé par la direction générale des douanes. 3- Cet agrément est accordé par décision du ministre des finances sur proposition du directeur général des douanes et après avis d'un comité. 4- L'agrément est accordé pour une durée indéterminée, mais peut être retiré à titre temporaire ou définitif notamment en cas d'inexécution des engagements ou de condamnation pénale définitive."
801,"Question: Quelles sont les exigences de forme et d'enregistrement des déclarations en détail ?

Documents pertinents:
[1] Source: article 111 du Code des Douanes
1- Les déclarations en détail doivent être faites par écrit ou par moyen informatique ou électronique selon le procédé prévu par la législation. 2- Elles doivent contenir toutes les indications nécessaires pour l'application des mesures douanières et pour l'établissement des statistiques. 3- Elles doivent être signées par le déclarant. 4- La déclaration en détail et les documents qui y sont annexés constituent un titre unique et indissociable. 5- Le ministre des finances détermine la forme, les énonciations et les documents annexés. Il peut autoriser le remplacement de la déclaration écrite par une déclaration verbale dans certains cas.

[2] Source: article 115 du Code des Douanes
1- Les déclarations en détail reconnues recevables par les services des douanes sont immédiatement enregistrées par eux. 2- Sont considérées comme irrecevables les déclarations irrégulières dans la forme ou qui ne sont pas accompagnées des documents dont la production est obligatoire. 3- Lorsqu'il existe une contradiction entre une mention en lettres ou en chiffres, la mention non conforme à la terminologie douanière est nulle. Lorsque l'espèce est déclarée par référence aux éléments de codification, les mentions en lettres contredisant ces éléments sont nulles. En tout autre cas, sont nulles les mentions en chiffres contredisant les mentions en lettres."
802,"Question: À quelle date les droits et taxes sont-ils appliqués : celle du dépôt de la déclaration ou celle de l'arrivée des marchandises ?

Documents pertinents:
[1] Source: article 116 du Code des Douanes
Pour l'application des dispositions du présent code et notamment en ce qui concerne les droits et taxes, les prohibitions et les autres mesures, les déclarations déposées avant l'arrivée des marchandises ne deviennent effectives, y compris les suites engendrées par leur enregistrement, qu'à partir de la date de constatation de l'arrivée des marchandises, et ce conformément aux conditions et délais prévus au paragraphe 3 de l'article 100 ci-dessus et sous réserve que lesdites déclarations répondent aux conditions requises à cette date conformément aux dispositions de l'article 111 du présent code.

[2] Source: article 125 du Code des Douanes
Sous réserve des dispositions des articles 12 et 116 du présent code, les droits et taxes à percevoir sont ceux qui sont en vigueur à la date d'enregistrement de la déclaration en détail."
803,"Question: Quel est le délai de prescription pour le recouvrement des droits de douane impayés ?

Documents pertinents:
[1] Source: Les articles 99 à 136 du Code des Douanes fournis ne contiennent aucune disposition relative à la prescription en matière de recouvrement des droits."
804,"Question: Puis-je examiner les marchandises avant de les déclarer, et que se passe-t-il si je conteste le résultat de la vérification partielle ?

Documents pertinents:
[1] Source: article 114 du Code des Douanes
1- Les personnes habilitées à déposer les déclarations en détail, lorsqu'elles ne sont pas en possession des éléments nécessaires, peuvent être autorisées à examiner les marchandises avant déclaration et à prélever des échantillons. Elles doivent présenter une « demande d'un permis d'échantillonner et / ou d'examiner des marchandises importées » qui ne dispense pas de l'obligation de la déclaration en détail. 2- Toute manipulation susceptible de modifier la présentation des marchandises est interdite.

[2] Source: article 119 du Code des Douanes
1- Après enregistrement, les services des douanes procèdent à la vérification des énonciations et des documents, ainsi qu'à la vérification intégrale ou partielle des marchandises. 2- En cas de contestation, le déclarant a le droit de récuser les résultats de la vérification partielle et de demander la vérification intégrale des marchandises."
805,"Question: Quels sont les différents modes de paiement des droits et taxes de douane prévus par le code ?

Documents pertinents:
[1] Source: article 127 du Code des Douanes
1- Les droits et taxes liquidés par les services des douanes sont payables au comptant. 2- Les agents chargés de la perception sont tenus d'en donner quittance. 3- Les registres de paiement peuvent être constitués par des feuillets établis au moyen de procédés automatiques ou informatiques.

[2] Source: article 128 du Code des Douanes
Les usagers du système intégré de traitement automatisé de formalités de commerce extérieur peuvent payer les droits et taxes dus à l'importation ou à l'exportation ainsi que les amendes y rattachées, par des moyens électroniques fiables, conformément à la législation sur les échanges électroniques. Le paiement électronique dispense de toute autre formalité de même objet. Les modalités sont fixées par décret.

[3] Source: article 130 du Code des Douanes
1- Les redevables peuvent être admis à présenter des obligations dûment cautionnées à quatre-vingt-dix jours d'échéance, pour le paiement des droits et taxes. 2- Ces obligations ne sont pas admises lorsque la somme à payer est inférieure à 5000 dinars. 3- Elles donnent lieu à un intérêt de retard de 6% et à une remise spéciale de 0,3%. 5- Les droits dus par les services de l'État peuvent être payés par des obligations administratives."
806,"Question: أين ومتى يجب إيداع التصريح بالتفصيل؟ وهل يمكن إيداعه قبل وصول البضائع؟

Documents pertinents:
[1] Source: الفصل 100 من مجلة الديوانة
1- يجب إيداع التصريح بالتفصيل في مكتب ديوانة مفتوح للعملية الجمركية المعنية. 2- يجب تقديمه عند وصول البضائع إلى مكتب الديوانة أو بعده. غير أنه يمكن للمدير العام للديوانة أن يأذن، بالشروط التي يحددها، بإيداع التصاريح بالتفصيل قبل وصول البضائع إلى المكتب أو إلى الأماكن المعينة من طرف إدارة الديوانة، خاصة في حالة المنتوجات القابلة للاشتعال أو القابلة للتلف أو الخطيرة أو الثقيلة أو الضخمة أو البضائع المستوردة مباشرة من قبل الإدارات أو المؤسسات المستفيدة من إمكانية دفع حقوق الديوانة بالتزامات إدارية. وفي كل الأحوال، تعتبر التصاريح المودعة قبل وصول البضائع لاغية وملغاة بحكم القانون في حالة تغير أسعار الحقوق والضرائب."
807,"Question: ما هي إجراءات التخليص الجمركي المبسطة وكيف يتم منحها؟

Documents pertinents:
[1] Source: الفصل 118 من مجلة الديوانة
1- يمكن لخدمات الديوانة منح إجراءات تخليص جمركي مبسطة لبعض الأشخاص الذين يمارسون في قطاعات اقتصادية محددة أو لأنواع معينة من عمليات الاستيراد أو التصدير. 2- تأخذ الإجراءات المبسطة شكل تصاريح أولية تقديرية أو مبسطة أو إجمالية. 3- يتم تسوية التصريح الأولي بتصريح تكميلي يقدم لاحقاً. 4- يمكن أن يكون التصريح التكميلي إجمالياً أو دورياً أو تلخيصياً. 5- تشكل بيانات التصاريح الأولية مع بيانات التصاريح التكميلية وثيقة واحدة غير قابلة للتجزئة تسري من تاريخ تسجيل التصاريح الأولية. 6- يمنح الاستفادة من إحدى الإجراءات المبسطة بمقتضى اتفاقية تبرم بين خدمات الديوانة والشخص المعني. 7- لا يمكن رفع البضائع وفق الإجراءات المبسطة إذا لم تتوفر شروط الفصل 132."
808,"Question: كيف يتم المراقبة الوثائقية والمعاينة المادية للبضائع، وهل يمكن إعادة مراجعة التصريح بعد الإفراج؟

Documents pertinents:
[1] Source: الفصل 119 من مجلة الديوانة
1- بعد تسجيل التصريح، تشرع خدمات الديوانة في: أ) التحقق من بيانات التصريح والوثائق المرفقة، ويمكنها طلب وثائق أخرى؛ ب) المعاينة الكلية أو الجزئية للبضائع وأخذ عينات. 2- في حالة نزاع، يحق للمصرح رفض نتائج المعاينة الجزئية وطلب المعاينة الكلية.

[2] Source: الفصل 120 من مجلة الديوانة (مقتطفات)
1- تتم معاينة البضائع في مكاتب الديوانة أو المستودعات أو المناطق أو الأماكن المخصصة لذلك، خلال الساعات القانونية. غير أنه يمكن للديوانة الترخيص بالمعاينة في أماكن أو أوقات أخرى على نفقة المصرح. 2- النقل، التفريغ، إعادة التعبئة على نفقة ومسؤولية المصرح.

[3] Source: الفصل 124 من مجلة الديوانة
يمكن لخدمات الديوانة، بعد الإفراج عن البضائع، إعادة مراجعة التصاريح والتحكم في الوثائق التجارية أو فحص البضائع إذا كان لا يزال بالإمكان تقديمها. ويمكن أن يتم هذا المراقبة لدى المصرح أو أي شخص ذي علاقة. وإذا تبين أن بيانات غير صحيحة أو ناقصة، تستطيع الديوانة استخلاص الحقوق والضرائب بناءً على العناصر الجديدة."
809,"Question: هل يمكن رفع البضائع قبل دفع الحقوق والضرائب؟

Documents pertinents:
[1] Source: الفصل 131 من مجلة الديوانة
1- لا يمكن سحب أي بضاعة من مكاتب الديوانة أو الأماكن المعينة إذا لم تكن الحقوق والضرائب قد دفعت أو ضمنت مسبقاً. 2- لا يمكن رفع البضائع بدون ترخيص من خدمة الديوانة. 3- بمجرد تسليم هذا الترخيص، يجب رفع البضائع.

[2] Source: الفصل 132 من مجلة الديوانة
1- يمكن لقباضي الديوانة ترك رفع البضائع فوراً عند انتهاء المعاينات وقبل تسييل الحقوق والضرائب، مقابل إخضاع مضمون بكفالة وإلزام الدافع بدفع مبلغ إضافي خلال أجل 15 يوماً. 2- يحدد بقرار من وزير المالية نسبة المبلغ الإضافي وتوزيعه."
810,"Question: كيف يتم الطعن في قرار رفض التخليص الجمركي أمام القضاء؟

Documents pertinents:
[1] Source: لا تتضمن الوثائق المقدمة (الفصول 99 إلى 136) أي إجراءات للطعن القضائي أو آليات التقاضي. الفصل 122 يذكر لجنة التوفيق والخبرة الجمركية ولكنه لا يتطرق إلى الطعن أمام القضاء."
811,"Question: هل يمكن لشركة غير مختصة في التخليص الجمركي أن تقدم تصاريح لحساب الغير دون ترخيص؟

Documents pertinents:
[1] Source: الفصل 103 من مجلة الديوانة
1- كل شخص لا يمارس مهنة وسيط ديوانة (commissionnaire en douane) ولكنه يرغب، بمناسبة صناعته أو تجارته، في إيداع تصاريح بالتفصيل لحساب الغير، يجب عليه الحصول على ترخيص بتخليص البضائع. 2- يمنح هذا الترخيص بصفة وقتية وقابلة للسحب، وذلك لعمليات تتعلق ببضائع محددة.

[2] Source: الفصل 107 من مجلة الديوانة
1- كل شخص طبيعي أو معنوي ينجز لحساب الغير عمليات لدى الديوانة، يجب عليه تسجيلها في سجلات سنوية وفق الكيفيات المحددة بقرار من وزير المالية. 2- كما يلتزم بحفظ هذه السجلات وكذلك المراسلات والوثائق المتعلقة بهذه العمليات لمدة ثلاث سنوات من تاريخ تسجيل التصاريح الجمركية."
812,"Question: ما هي الإجراءات الواجب اتباعها لتصدير البضائع عن طريق البحر وعن طريق الجو؟

Documents pertinents:
[1] Source: الفصل 133 من مجلة الديوانة
1- بعد إتمام الإجراءات الجمركية، يجب على البضائع المعدة للتصدير عن طريق البحر أو الجو أن توضع فوراً على متن السفن أو الطائرات. 2- تلك التي تصدر عن طريق البر يجب توجيهها فوراً إلى الخارج عبر الطريق الأقصر. 3- استثناء، يمكن إيداعها في مستودع أو منطقة تصدير.

[2] Source: الفصل 134 من مجلة الديوانة
يخضع تحميل وإعادة شحن البضائع المعدة للتصدير لنفس أحكام: أ) الفصلين 70 و71 إذا كان التصدير بحرياً؛ ب) الفصل 71 إذا كان التصدير جوياً.

[3] Source: الفصل 135 من مجلة الديوانة (تصدير بحري)
يجب على قبطان السفينة أو ممثله القانوني قبل مغادرة الميناء: 1) تقديم بيان البضائع المشحونة للمصادقة (ne varietur) مع سندات الشحن؛ 2) تسليم نسخة من هذا البيان.

[4] Source: الفصل 136 من مجلة الديوانة (تصدير جوي)
1- لا يمكن للطائرات المغادرة إلا من مطارات مجهزة بمكتب ديوانة. 2- يجب على قائد الطائرة أو ممثله: أ) تقديم بيان البضائع المشحونة للمصادقة؛ ب) تسليم نسخة. 3- تسري أحكام الفصول 75 فقرة 1، 76، 77 فقرة 1، 78 على الطائرات وشحناتها."
813,"Question: Quelles personnes sont habilitées à déclarer les marchandises en détail, et qui est considéré comme « propriétaire » ?
Question in French, retrieved article in Arabic.

Documents pertinents:
[1] Source: الفصل 101 من مجلة الديوانة
يجب التصريح بالتفصيل عن البضائع المستوردة أو المصدرة من قبل مالكيها أو من قبل الأشخاص أو المصالح الحاصلة على اعتماد وسيط ديوانة أو ترخيص بالتخليص وفق شروط المواد 102 إلى 107. يجب على مالك البضائع إثبات صفته بتقديم الوثائق التجارية التي تثبت أن الشراء أو البيع تم باسمه أو بأمره. بموجب توكيل، يمكن للمالك تفويض وكيل حصري للتصريح باسمه. يعتبر مالكين: الناقلون، الحائزون، المسافرون، وسكان الحدود فيما يتعلق بالبضائع والأشياء والمواد التي ينقلونها أو يحوزونها."
814,"Question: كيف يتم تسوية الخلافات بين المصرح والإدارة حول نوع البضاعة أو منشئها أو قيمتها، وعلى أي أساس تطبق الحقوق؟
Question in Arabic, retrieved articles in French.

Documents pertinents:
[1] Source: article 122 du Code des Douanes
1- Dans le cas où le service des douanes conteste, au moment de la vérification des marchandises, les énonciations de la déclaration relatives à l'espèce, à l'origine ou à la valeur des marchandises et lorsque le déclarant n'accepte pas l'appréciation du service, la contestation est portée devant la commission de conciliation et d'expertise douanière visée au titre XVI du présent code. 2- Toutefois, il n'y a pas lieu de recourir à ladite commission lorsque la loi prévoit une procédure particulière pour déterminer l'espèce, l'origine ou la valeur des marchandises.

[2] Source: article 123 du Code des Douanes
1- Les droits, taxes et autres mesures douanières sont appliqués d'après les résultats de la vérification et, le cas échéant, conformément aux conclusions non contestées de la commission de conciliation et d'expertise douanière ou conformément aux décisions de justice ayant l'autorité de la chose jugée. 2- Lorsque le service des douanes ne procède pas à la vérification des marchandises déclarées, les droits, taxes et autres mesures douanières sont appliqués d'après les énonciations de la déclaration."
815,"Question: Comment sont arrondis les droits et taxes exigibles pour chaque article d'une même déclaration ?

Documents pertinents:
[1] Source: article 126 du Code des Douanes
Les droits et taxes exigibles pour chaque article d'une même déclaration sont arrondis au millime inférieur."
816,"Question: هل تُستحق الحقوق والضرائب على البضائع التي تقبل إدارة الديوانة التخلي عنها لصالحها؟

Documents pertinents:
[1] Source: الفصل 129 من مجلة الديوانة
1- لا تستحق الحقوق والضرائب على البضائع التي تقبل إدارة الديوانة التخلي عنها لصالحها. 2- تباع البضائع التي يُقبل التخلي عنها بالمزاد العلني وفق كيفيات تحدد بقرار."
817,"Question: Quels sont les recours possibles contre une décision de la commission de conciliation et d'expertise douanière ?

Documents pertinents:
[1] Source: Les articles 99 à 136 ne décrivent pas les voies de recours contre les décisions de la commission. L'article 122 mentionne la commission mais n'indique pas les recours."
818,"Question: Quelles sont les règles concernant le comité professionnel des commissionnaires agréés, le fonds de garantie et le tarif des rémunérations ?

Documents pertinents:
[1] Source: article 104 du Code des Douanes
1- L'agrément de commissionnaire en douane est accordé à titre personnel. Lorsqu'il s'agit d'une société, il est accordé pour la société et pour toute personne habilitée à la représenter. 2- En aucun cas, le refus de l'agrément ne peut ouvrir droit à indemnité ou dommages-intérêts.

[2] Source: article 105 du Code des Douanes
Les commissionnaires en douane agréés élisent un comité professionnel dénommé « comité des commissionnaires agréés en douane » où le directeur général des douanes est représenté. Ce comité est doté d'un règlement intérieur soumis à l'approbation du ministre des finances. Il donne son avis sur les demandes d'octroi ou de retrait de l'agrément et peut proposer le retrait. Il exerce toutes activités se rapportant à l'assistance professionnelle et organise des cycles de formation.

[3] Source: article 106 du Code des Douanes
Les commissionnaires agréés peuvent constituer un fonds de garantie doté de la personnalité civile destiné à couvrir les dettes des commissionnaires et de leurs cautions à l'égard du trésor.

[4] Source: article 108 du Code des Douanes
Le tarif des rémunérations des diverses prestations fournies par le commissionnaire en douane est fixé conformément à la législation sur les prix.

[5] Source: article 109 du Code des Douanes
Les services de transport exploités directement par l'État, les établissements publics et les collectivités locales peuvent accomplir pour autrui les opérations de dédouanement sans autorisation préalable ; leur texte institutif tient lieu d'autorisation. Cette règle s'applique également aux entreprises concessionnaires de l'État ou bénéficiant d'une subvention.

[6] Source: article 110 du Code des Douanes
Les modalités d'application des articles 101 à 109 sont fixées par arrêtés du ministre des finances."
819,"Question: Les transferts de fonds vers l'étranger pour des opérations courantes sont-ils libres en Tunisie ?

Documents pertinents:
[1] Source: article premier du code des changes et du commerce extérieur (modifié par loi n°93-48 du 3 mai 1993)
Sont libres en vertu de la presente loi, les transferts relatifs aux paiements a destination de l'étranger au titre : - des operations courantes engagées conformément à la législation régissant lesdites opérations. - du produit réel net de la cession ou la liquidation des capitaux investis au moyen d'une importation des devises même si ce produit est supérieur au capital Initialement investi et ce concernant les investissements réalisés dans le cadre de la législation les régissant. Toute exportation de capitaux et toutes opérations ou prises d'engagement dont découle ou peut découler un transfert, relative à des opérations autres que celles visées à l'alinéa premier du présent article ainsi que toute compensation entre dettes avec l'étranger sont soumises à une autorisation générale du ministre des finances donnée après avis de la Banque Centrale de Tunisie."
820,"Question: Qui est considéré comme « résident » au sens du code des changes tunisien ?

Documents pertinents:
[1] Source: article 5 (3) du code des changes et du commerce extérieur
On entend par … 3) Résidents : Les personnes physiques ayant leur résidence habituelle en Tunisie et les personnes morales tunisiennes ou étrangères pour leurs établissements en Tunisie."
821,"Question: Quelles sont les obligations de dépôt pour les devises et valeurs mobilières étrangères détenues en Tunisie ?

Documents pertinents:
[1] Source: article 6 du code des changes et du commerce extérieur
Les personnes physiques ou morales qui possèdent ou détiennent sur le territoire tunisien, traites, effets de commerce et tous autres titres de créances libellés en monnaie étrangère, sont tenues de les déposer chez un intermédiaire agréé.
[2] Source: article 9 du code des changes et du commerce extérieur
Les personnes physiques ou morales qui possèdent ou détiennent, sur le territoire tunisien, des valeurs mobilières étrangères ou des valeurs ""assimilées"", sont tenues de les déposer auprès d'un intermédiaire agréé."
822,"Question: Les règlements entre résidents tunisiens peuvent-ils être effectués en devises étrangères ?

Documents pertinents:
[1] Source: article 21 du code des changes et du commerce extérieur
Les règlements entre résidents doivent s'effectuer en Tunisie sauf autorisation de la Banque Centrale de Tunisie. Est prohibé le fait pour un résident de contracter envers un autre résident, une obligation libellée en une autre monnaie que le dinars sauf dérogation de la Banque Centrale de Tunisie après avis du ministre des finances. Le dinars doit être à la fois monnaie de compte et monnaie de règlement."
823,"Question: Quels sont les taux de change appliqués par la Banque Centrale de Tunisie pour l'achat et la vente d'euros ?

Documents pertinents:
Aucun document pertinent ne contient d'informations sur les taux de change quotidiens ou les cours des devises."
824,"Question: Je veux envoyer de l'argent à ma famille en France. Est-ce que c'est autorisé ?

Documents pertinents:
[1] Source: article premier du code des changes : les transferts relatifs aux paiements à destination de l'étranger au titre des opérations courantes sont libres.
[2] Source: article 28 du décret n°77-608 : tout règlement à destination de l'étranger est soumis à autorisation à l'exception des règlements au titre des opérations courantes."
825,"Question: Comment se déroule la déclaration des avoirs détenus à l'étranger par un résident tunisien et quelles sont les interdictions pendant cette période ?

Documents pertinents:
[1] Source: article 16 du code des changes
Tout tunisien ayant sa résidence habituelle en Tunisie, toute personne morale tunisienne ainsi que toute personne morale étrangère pour ses établissements en Tunisie, est tenu de déclarer à la Banque Centrale de Tunisie tous ses avoirs à l'étranger dans un délai de six mois à compter de la date de promulgation du présent code, ou de leur acquisition quand celle-ci est postérieure.
[2] Source: article 17 du code des changes
Les propriétaires d'avoirs soumis à déclaration en vertu de l'article 16 ne peuvent procéder, sauf autorisation générale donnée dans les conditions fixées à l'article 1er, à aucun acte de disposition sur leurs avoirs à l'étranger, ni à aucun acte ayant pour effet d'en modifier la consistance ou de réduire les droits qu'ils possèdent sur ces avoirs."
826,"السؤال: ما هي العقوبات المقررة لمخالفة قانون الصرف التونسي؟

الوثائق ذات الصلة:
[1] المصدر: الفصل 35 من مجلة الصرف والتجارة الخارجية
تُعاقب مخالفات أو محاولات مخالفة قانون الصرف بالسجن من شهر واحد إلى خمس سنوات وبخطيئة من 150 ديناراً إلى 300.000 دينار على ألا تقل هذه الخطيئة عن خمسة أضعاف المبلغ الذي وقعت عليه المخالفة. وفي حالة العود، يمكن رفع عقوبة السجن إلى عشر سنوات ولا ينطبق الفصل 53 من المجلة العقابية."
